Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
34.0,24,10.0,1.0,clear,1019.98,10,Summer,7.0,mountain,Sunny
40.0,26,9.0,19.0,clear,1023.2,6,Summer,9.0,inland,Sunny
13.0,73,3.0,33.0,partly cloudy,1013.57,2,Spring,5.5,inland,Cloudy
22.0,69,11.5,26.0,overcast,1000.43,4,Summer,6.5,inland,Cloudy
24.0,51,8.0,26.0,partly cloudy,1018.31,2,Spring,6.5,mountain,Cloudy
37.0,64,4.0,54.0,cloudy,941.95,6,Autumn,8.5,mountain,Sunny
30.0,58,1.5,41.0,partly cloudy,1000.16,3,Summer,6.5,inland,Cloudy
27.0,21,1.5,9.0,clear,1028.6,7,Autumn,6.0,inland,Sunny
36.0,78,12.5,86.0,partly cloudy,1017.41,7,Winter,2.5,inland,Cloudy
42.0,95,16.5,105.0,clear,1017.9,6,Spring,4.0,coastal,Sunny
33.0,26,6.5,5.0,clear,1029.26,7,Summer,9.5,coastal,Sunny
34.0,77,4.0,46.0,overcast,1015.98,1,Winter,5.0,coastal,Cloudy
28.0,65,6.5,44.0,partly cloudy,1016.96,3,Autumn,5.0,inland,Cloudy
18.0,63,1.0,15.0,partly cloudy,1001.89,1,Winter,9.0,inland,Cloudy
21.0,35,1.0,19.0,partly cloudy,1029.78,5,Winter,7.0,mountain,Sunny
33.0,63,4.0,15.0,clear,1022.72,7,Autumn,6.5,coastal,Sunny
28.0,33,7.0,33.0,cloudy,824.16,0,Summer,5.0,mountain,Sunny
20.0,67,0.0,48.0,partly cloudy,1010.23,4,Winter,7.0,mountain,Cloudy
33.0,65,7.5,45.0,partly cloudy,1019.07,1,Summer,9.0,coastal,Cloudy
27.0,50,4.5,15.0,clear,1012.86,10,Spring,8.5,mountain,Sunny
12.0,69,4.5,29.0,overcast,1012.37,4,Autumn,8.5,inland,Cloudy
-11.0,69,13.0,31.0,partly cloudy,1081.28,0,Spring,5.0,inland,Sunny
35.0,49,3.5,13.0,partly cloudy,1016.25,5,Spring,8.0,mountain,Sunny
25.0,51,3.5,6.0,clear,1021.18,10,Winter,7.5,mountain,Sunny
44.0,64,9.0,15.0,partly cloudy,1025.71,5,Summer,8.5,inland,Sunny
26.0,84,17.0,96.0,clear,1015.9,5,Spring,13.5,mountain,Sunny
20.0,67,4.0,27.0,overcast,1010.5,2,Spring,8.0,coastal,Cloudy
28.0,53,8.0,16.0,clear,1016.17,6,Summer,9.0,coastal,Sunny
21.0,61,2.0,33.0,partly cloudy,1014.64,4,Autumn,7.0,mountain,Cloudy
28.0,63,5.0,2.0,clear,1010.5,10,Winter,7.5,coastal,Sunny
39.0,69,4.5,11.0,clear,1012.36,8,Winter,7.5,coastal,Sunny
-13.0,52,5.5,75.0,cloudy,1066.35,14,Spring,7.5,inland,Sunny
26.0,54,13.0,46.0,partly cloudy,1011.35,1,Autumn,6.0,mountain,Cloudy
29.0,51,11.5,14.0,partly cloudy,1016.46,3,Winter,5.0,coastal,Cloudy
38.0,22,5.0,7.0,clear,1016.55,8,Autumn,9.0,inland,Sunny
21.0,57,2.5,45.0,partly cloudy,1007.93,1,Autumn,5.5,coastal,Cloudy
74.0,101,18.0,76.0,partly cloudy,1010.82,6,Spring,4.0,coastal,Sunny
40.0,21,5.5,7.0,clear,1010.93,7,Autumn,9.0,inland,Sunny
35.0,42,6.0,11.0,clear,1024.48,5,Summer,7.5,coastal,Sunny
19.0,74,6.5,37.0,overcast,1018.34,2,Winter,7.0,coastal,Cloudy
32.0,71,14.0,24.0,partly cloudy,1000.28,4,Summer,6.0,mountain,Cloudy
4.0,57,7.0,62.0,partly cloudy,1045.58,9,Winter,13.5,inland,Cloudy
13.0,52,11.5,44.0,partly cloudy,1003.47,3,Summer,8.5,coastal,Cloudy
18.0,73,11.5,12.0,overcast,1006.46,1,Spring,7.5,inland,Cloudy
43.0,30,5.5,7.0,clear,1028.14,5,Summer,5.5,inland,Sunny
14.0,73,13.0,40.0,overcast,1016.96,1,Autumn,8.0,coastal,Cloudy
10.0,53,6.0,43.0,partly cloudy,1005.75,4,Summer,5.5,mountain,Cloudy
23.0,75,13.0,48.0,partly cloudy,1018.2,2,Winter,8.5,inland,Cloudy
76.0,91,13.5,82.0,partly cloudy,1015.18,1,Autumn,7.0,inland,Cloudy
9.0,82,16.5,107.0,overcast,1011.48,4,Summer,0.5,inland,Cloudy
33.0,96,24.5,97.0,partly cloudy,1010.21,5,Winter,2.0,mountain,Cloudy
25.0,68,0.0,37.0,overcast,1008.06,2,Winter,7.5,mountain,Cloudy
24.0,63,14.5,47.0,partly cloudy,1016.18,1,Spring,5.5,mountain,Cloudy
16.0,67,6.5,30.0,partly cloudy,1011.71,4,Summer,6.0,inland,Cloudy
22.0,62,9.0,26.0,partly cloudy,1019.79,1,Autumn,9.0,inland,Cloudy
22.0,56,0.5,29.0,partly cloudy,1019.41,1,Spring,7.0,inland,Cloudy
28.0,46,8.0,11.0,clear,1010.17,6,Winter,5.5,coastal,Sunny
30.0,51,3.0,48.0,partly cloudy,1012.49,3,Autumn,6.5,inland,Cloudy
36.0,61,2.5,14.0,clear,1019.32,5,Winter,6.0,coastal,Sunny
23.0,57,12.5,21.0,overcast,1008.93,2,Autumn,8.0,mountain,Cloudy
33.0,53,6.0,44.0,partly cloudy,1011.26,2,Spring,5.5,mountain,Cloudy
55.0,96,3.0,84.0,partly cloudy,1007.32,12,Spring,8.5,mountain,Cloudy
44.0,24,2.5,97.0,partly cloudy,805.4,0,Summer,8.0,inland,Cloudy
30.0,53,2.0,22.0,overcast,1004.61,2,Spring,8.0,coastal,Cloudy
29.0,71,7.5,22.0,partly cloudy,1002.82,1,Autumn,8.0,inland,Cloudy
23.0,70,9.5,38.0,partly cloudy,1019.56,1,Summer,7.0,mountain,Cloudy
22.0,66,7.0,23.0,overcast,1005.65,2,Winter,8.5,coastal,Cloudy
55.0,103,22.5,95.0,partly cloudy,1007.41,5,Winter,8.0,coastal,Cloudy
37.0,40,2.0,13.0,partly cloudy,1018.46,5,Spring,10.0,inland,Sunny
23.0,67,9.0,21.0,overcast,1002.66,1,Spring,6.5,mountain,Cloudy
30.0,60,12.0,14.0,overcast,1009.05,1,Autumn,6.0,mountain,Cloudy
27.0,75,21.0,70.0,partly cloudy,1000.86,6,Spring,4.5,coastal,Cloudy
38.0,48,3.5,5.0,clear,1012.26,5,Autumn,9.5,mountain,Sunny
20.0,61,1.0,4.0,clear,1019.47,6,Summer,9.0,mountain,Sunny
10.0,70,12.0,30.0,overcast,1013.4,3,Winter,6.0,inland,Cloudy
22.0,75,10.0,31.0,overcast,1000.79,4,Winter,7.0,inland,Cloudy
11.0,50,1.5,14.0,overcast,1015.95,3,Winter,6.5,mountain,Cloudy
25.0,54,7.0,47.0,partly cloudy,1011.13,3,Spring,7.0,inland,Cloudy
31.0,36,1.0,95.0,overcast,945.27,12,Winter,2.5,mountain,Cloudy
35.0,38,1.0,86.0,overcast,870.6,11,Summer,5.5,mountain,Sunny
37.0,25,9.5,6.0,partly cloudy,1028.14,6,Spring,9.0,inland,Sunny
23.0,21,0.0,16.0,clear,1025.67,6,Autumn,9.0,inland,Sunny
27.0,52,5.5,12.0,clear,1026.19,11,Summer,9.5,mountain,Sunny
20.0,55,6.5,42.0,overcast,1006.69,1,Spring,8.5,coastal,Cloudy
16.0,66,13.5,19.0,overcast,1009.24,2,Autumn,5.0,coastal,Cloudy
29.0,75,11.5,14.0,partly cloudy,1010.79,1,Winter,9.0,inland,Cloudy
19.0,95,2.0,74.0,partly cloudy,1003.75,4,Spring,2.0,inland,Cloudy
21.0,50,5.0,47.0,partly cloudy,1010.87,3,Winter,9.0,inland,Cloudy
28.0,35,1.5,73.0,cloudy,918.45,0,Summer,10.5,mountain,Sunny
-16.0,27,14.5,64.0,overcast,880.38,10,Autumn,3.5,mountain,Cloudy
16.0,80,9.0,85.0,partly cloudy,1016.83,6,Spring,8.0,coastal,Sunny
29.0,58,0.0,28.0,overcast,1007.84,3,Spring,6.0,mountain,Cloudy
39.0,36,0.5,13.0,partly cloudy,1012.36,5,Spring,5.5,inland,Sunny
28.0,39,1.5,0.0,clear,1010.35,8,Spring,6.0,mountain,Sunny
30.0,61,10.5,28.0,overcast,1009.71,3,Autumn,8.0,inland,Cloudy
15.0,53,11.5,41.0,partly cloudy,1012.1,3,Winter,7.5,coastal,Cloudy
27.0,66,4.0,1.0,clear,1022.64,9,Summer,7.5,inland,Sunny
36.0,81,8.0,97.0,clear,1014.11,10,Spring,9.5,coastal,Sunny
21.0,61,6.0,17.0,overcast,1019.35,3,Autumn,6.5,inland,Cloudy
29.0,30,6.0,12.0,clear,1012.61,10,Winter,8.5,mountain,Sunny
34.0,78,9.0,42.0,partly cloudy,1005.0,1,Winter,8.5,inland,Cloudy
24.0,41,3.0,11.0,clear,1020.28,7,Autumn,7.0,coastal,Sunny
20.0,32,5.0,2.0,partly cloudy,1019.85,8,Winter,5.0,mountain,Sunny
35.0,55,9.0,9.0,partly cloudy,1012.58,9,Summer,8.0,inland,Sunny
17.0,72,2.5,40.0,partly cloudy,1005.31,3,Spring,9.0,mountain,Cloudy
9.0,73,10.0,84.0,overcast,1000.06,14,Spring,8.0,mountain,Cloudy
15.0,65,5.0,10.0,partly cloudy,1009.5,4,Winter,6.5,mountain,Cloudy
10.0,73,10.5,49.0,overcast,1010.36,1,Winter,5.5,inland,Cloudy
41.0,56,4.5,6.0,partly cloudy,1018.48,8,Autumn,9.0,mountain,Sunny
16.0,52,4.0,29.0,overcast,1009.5,4,Autumn,6.0,inland,Cloudy
28.0,37,7.0,16.0,partly cloudy,1021.88,6,Spring,5.0,mountain,Sunny
28.0,67,3.0,18.0,clear,1017.89,10,Winter,7.5,inland,Sunny
37.0,76,10.5,86.0,overcast,1073.21,3,Winter,4.5,mountain,Cloudy
36.0,21,6.5,6.0,clear,1021.77,8,Spring,5.0,mountain,Sunny
40.0,99,13.0,101.0,partly cloudy,1011.41,12,Autumn,2.0,coastal,Cloudy
20.0,29,4.5,5.0,clear,1010.43,6,Winter,6.0,mountain,Sunny
91.0,106,2.5,92.0,partly cloudy,1022.18,6,Winter,5.0,mountain,Sunny
25.0,57,13.5,22.0,overcast,1005.37,1,Winter,5.5,inland,Cloudy
47.0,106,5.5,104.0,clear,1027.75,12,Autumn,4.0,coastal,Sunny
-15.0,74,6.5,53.0,cloudy,874.92,6,Summer,8.0,mountain,Cloudy
82.0,74,19.5,81.0,partly cloudy,1022.21,10,Spring,9.0,coastal,Sunny
42.0,62,8.5,13.0,clear,1026.68,5,Summer,10.0,coastal,Sunny
16.0,67,9.0,16.0,overcast,1007.01,1,Winter,7.5,mountain,Cloudy
41.0,53,2.5,1.0,clear,1015.42,9,Spring,7.5,coastal,Sunny
30.0,60,11.0,15.0,partly cloudy,1014.3,2,Winter,7.0,mountain,Cloudy
49.0,34,3.0,64.0,overcast,1118.38,9,Autumn,5.0,coastal,Sunny
37.0,36,8.5,0.0,clear,1026.5,6,Autumn,6.5,inland,Sunny
26.0,24,3.0,17.0,clear,1010.01,6,Summer,5.5,coastal,Sunny
19.0,70,10.0,21.0,partly cloudy,1014.9,1,Winter,6.5,inland,Cloudy
26.0,51,4.5,46.0,overcast,903.58,2,Summer,0.5,mountain,Sunny
25.0,23,0.5,1.0,clear,1026.46,10,Summer,7.0,coastal,Sunny
30.0,38,5.0,2.0,clear,1018.18,5,Summer,9.5,mountain,Sunny
29.0,71,21.0,86.0,partly cloudy,1013.77,12,Winter,6.5,inland,Cloudy
32.0,104,27.0,107.0,partly cloudy,1015.36,3,Winter,11.5,mountain,Cloudy
20.0,67,7.0,6.0,clear,1025.47,5,Spring,5.5,inland,Sunny
16.0,76,6.0,36.0,partly cloudy,1007.38,2,Summer,9.0,inland,Cloudy
21.0,41,14.5,56.0,cloudy,902.72,4,Summer,16.5,inland,Cloudy
32.0,49,2.5,9.0,clear,1012.59,7,Summer,5.0,inland,Sunny
16.0,55,5.5,45.0,overcast,1007.32,1,Spring,7.0,mountain,Cloudy
29.0,67,1.5,5.0,clear,1024.29,5,Summer,8.0,coastal,Sunny
28.0,78,4.5,49.0,partly cloudy,1003.87,2,Autumn,7.0,coastal,Cloudy
31.0,92,4.0,99.0,partly cloudy,1010.9,14,Autumn,4.5,coastal,Sunny
44.0,105,3.0,86.0,clear,1015.64,9,Winter,7.5,mountain,Sunny
37.0,77,16.0,75.0,clear,1018.29,3,Winter,5.5,mountain,Sunny
28.0,79,7.0,23.0,partly cloudy,1018.36,4,Autumn,8.5,coastal,Cloudy
20.0,102,15.0,83.0,overcast,1015.89,10,Spring,6.5,inland,Cloudy
61.0,104,7.5,85.0,overcast,1005.83,11,Autumn,5.0,coastal,Cloudy
22.0,63,11.5,12.0,partly cloudy,1014.55,1,Autumn,7.0,inland,Cloudy
33.0,68,2.5,13.0,partly cloudy,1004.61,2,Spring,7.5,mountain,Cloudy
41.0,36,8.5,3.0,clear,1029.51,8,Spring,6.5,coastal,Sunny
36.0,58,8.0,1.0,clear,1015.16,9,Autumn,8.5,mountain,Sunny
40.0,40,8.0,1.0,clear,1013.26,11,Summer,5.5,coastal,Sunny
22.0,53,3.0,16.0,partly cloudy,1023.32,6,Winter,7.5,coastal,Sunny
25.0,32,8.5,82.0,partly cloudy,961.73,12,Summer,15.0,coastal,Sunny
22.0,46,2.0,12.0,partly cloudy,1019.55,6,Winter,9.5,mountain,Sunny
19.0,82,2.0,106.0,partly cloudy,1006.7,5,Autumn,5.5,coastal,Cloudy
21.0,65,5.0,7.0,clear,1017.57,9,Winter,7.0,mountain,Sunny
25.0,62,6.0,8.0,clear,1020.8,10,Autumn,9.5,inland,Sunny
22.0,65,6.0,6.0,clear,1010.58,5,Spring,5.5,coastal,Sunny
28.0,56,4.5,38.0,partly cloudy,1005.76,4,Winter,8.5,inland,Cloudy
36.0,57,4.5,11.0,partly cloudy,1015.75,7,Spring,6.0,mountain,Sunny
30.0,45,6.0,9.0,clear,1012.48,7,Summer,8.0,mountain,Sunny
30.0,48,7.0,18.0,clear,1010.23,9,Summer,10.0,coastal,Sunny
31.0,61,6.5,14.0,partly cloudy,1013.57,8,Summer,8.5,coastal,Sunny
31.0,57,0.5,23.0,partly cloudy,1143.34,4,Winter,10.5,mountain,Cloudy
29.0,48,7.0,18.0,clear,1019.97,5,Spring,10.0,mountain,Sunny
20.0,58,13.5,40.0,partly cloudy,1008.25,3,Winter,7.0,coastal,Cloudy
43.0,41,9.5,13.0,clear,1022.24,9,Summer,6.0,coastal,Sunny
21.0,51,4.5,40.0,partly cloudy,1010.97,1,Summer,9.0,inland,Cloudy
31.0,77,19.5,93.0,partly cloudy,1027.33,12,Winter,4.5,coastal,Sunny
34.0,55,6.5,19.0,partly cloudy,1018.38,5,Autumn,7.5,inland,Sunny
28.0,91,8.5,86.0,clear,1029.24,6,Autumn,5.5,mountain,Sunny
15.0,73,10.5,38.0,partly cloudy,1019.92,3,Autumn,5.0,inland,Cloudy
31.0,59,10.5,33.0,partly cloudy,1000.41,3,Winter,7.5,coastal,Cloudy
12.0,53,9.5,19.0,partly cloudy,1003.07,1,Autumn,9.0,inland,Cloudy
36.0,32,1.5,19.0,partly cloudy,1013.5,11,Summer,9.0,mountain,Sunny
27.0,67,1.5,24.0,partly cloudy,1015.25,1,Spring,6.5,mountain,Cloudy
39.0,38,8.0,74.0,partly cloudy,1163.16,9,Autumn,15.0,coastal,Cloudy
19.0,73,3.0,109.0,partly cloudy,1008.56,8,Spring,4.0,inland,Cloudy
26.0,49,9.0,10.0,clear,1021.08,9,Autumn,7.0,coastal,Sunny
55.0,78,3.0,91.0,clear,1029.67,2,Autumn,3.0,inland,Sunny
22.0,67,4.0,45.0,overcast,1011.7,2,Summer,7.0,inland,Cloudy
32.0,61,13.5,10.0,partly cloudy,1005.59,3,Spring,7.0,coastal,Cloudy
14.0,64,5.0,47.0,overcast,1017.75,3,Summer,6.0,mountain,Cloudy
14.0,56,10.0,44.0,overcast,1008.83,4,Summer,8.0,mountain,Cloudy
53.0,108,7.5,73.0,clear,1023.18,13,Winter,6.5,mountain,Sunny
32.0,24,4.5,19.0,clear,1012.66,5,Spring,8.5,inland,Sunny
15.0,85,28.0,92.0,partly cloudy,1003.57,9,Summer,0.5,coastal,Cloudy
19.0,67,4.5,21.0,partly cloudy,1010.75,1,Winter,6.0,inland,Cloudy
34.0,76,4.0,49.0,partly cloudy,1013.56,4,Winter,5.0,mountain,Cloudy
13.0,75,2.0,48.0,overcast,1017.18,2,Winter,5.5,inland,Cloudy
25.0,72,12.0,24.0,overcast,1017.17,2,Autumn,7.0,mountain,Cloudy
32.0,67,8.5,19.0,overcast,1015.46,2,Spring,8.0,inland,Cloudy
18.0,63,7.0,16.0,overcast,1009.44,1,Winter,6.5,coastal,Cloudy
0.0,46,8.0,45.0,overcast,1080.2,9,Spring,3.5,coastal,Sunny
11.0,62,9.5,20.0,partly cloudy,1007.4,3,Spring,5.5,mountain,Cloudy
36.0,58,6.5,13.0,clear,1011.95,9,Autumn,8.5,inland,Sunny
32.0,67,5.5,35.0,partly cloudy,1016.79,3,Winter,5.5,coastal,Cloudy
24.0,54,6.0,47.0,overcast,1008.42,3,Summer,8.0,mountain,Cloudy
33.0,46,2.5,11.0,partly cloudy,1021.87,6,Autumn,6.0,mountain,Sunny
11.0,70,12.0,45.0,partly cloudy,1001.01,2,Spring,8.0,inland,Cloudy
11.0,35,11.5,89.0,partly cloudy,954.53,14,Autumn,18.5,inland,Sunny
21.0,21,6.5,9.0,clear,1016.22,11,Autumn,8.5,inland,Sunny
42.0,45,3.5,3.0,clear,1017.33,8,Spring,7.5,coastal,Sunny
17.0,51,2.0,20.0,partly cloudy,1011.82,1,Winter,6.0,mountain,Cloudy
28.0,36,4.0,5.0,partly cloudy,1021.31,11,Spring,6.0,mountain,Sunny
43.0,92,14.0,72.0,clear,1027.92,10,Summer,4.5,inland,Sunny
31.0,53,7.5,5.0,clear,1023.5,10,Autumn,9.5,inland,Sunny
23.0,54,6.0,27.0,partly cloudy,1010.01,1,Summer,5.5,coastal,Cloudy
37.0,73,11.0,84.0,cloudy,1005.06,1,Winter,6.5,inland,Cloudy
33.0,71,9.5,29.0,partly cloudy,1016.66,3,Autumn,5.5,inland,Cloudy
33.0,30,4.5,10.0,clear,1025.84,5,Winter,5.5,mountain,Sunny
19.0,75,13.5,10.0,overcast,1008.41,1,Summer,7.5,coastal,Cloudy
40.0,27,4.0,6.0,clear,1015.34,7,Winter,8.5,coastal,Sunny
32.0,69,6.0,13.0,partly cloudy,1017.58,5,Winter,6.5,coastal,Sunny
35.0,25,7.5,14.0,partly cloudy,1022.54,5,Summer,5.0,inland,Sunny
30.0,57,2.5,41.0,partly cloudy,1017.86,2,Winter,6.0,coastal,Cloudy
12.0,64,1.5,38.0,partly cloudy,1018.65,3,Spring,5.5,mountain,Cloudy
13.0,72,1.5,46.0,overcast,1000.55,4,Spring,8.0,coastal,Cloudy
24.0,70,12.0,16.0,overcast,1008.0,2,Winter,8.0,mountain,Cloudy
23.0,49,5.5,9.0,clear,1011.81,9,Autumn,8.0,inland,Sunny
33.0,58,6.5,1.0,clear,1026.56,8,Summer,5.5,mountain,Sunny
22.0,96,27.5,95.0,partly cloudy,1004.06,9,Summer,2.5,coastal,Cloudy
24.0,27,9.0,12.0,clear,1028.62,9,Autumn,5.0,mountain,Sunny
31.0,68,12.5,46.0,partly cloudy,1003.94,2,Spring,8.5,inland,Cloudy
20.0,72,8.0,43.0,overcast,1016.74,3,Summer,8.5,coastal,Cloudy
29.0,63,8.5,9.0,clear,1018.05,9,Spring,7.0,coastal,Sunny
48.0,47,1.5,97.0,overcast,932.54,4,Spring,17.0,coastal,Sunny
36.0,60,7.0,9.0,clear,1012.51,8,Autumn,5.5,mountain,Sunny
39.0,68,5.5,2.0,clear,1013.68,11,Winter,9.5,coastal,Sunny
23.0,79,9.0,14.0,overcast,1005.9,1,Autumn,8.0,coastal,Cloudy
25.0,26,13.0,93.0,overcast,955.32,8,Autumn,6.5,mountain,Sunny
41.0,53,3.5,15.0,clear,1027.23,6,Winter,9.5,coastal,Sunny
14.0,50,13.5,43.0,overcast,1011.2,4,Summer,8.5,inland,Cloudy
22.0,49,0.0,10.0,clear,1023.31,10,Summer,6.5,inland,Sunny
32.0,61,10.0,96.0,partly cloudy,1174.4,13,Summer,15.0,coastal,Cloudy
16.0,74,14.0,27.0,partly cloudy,1009.27,3,Autumn,8.5,inland,Cloudy
47.0,105,19.0,76.0,clear,1021.14,0,Autumn,9.5,mountain,Sunny
12.0,73,13.5,17.0,overcast,1005.01,3,Winter,5.5,inland,Cloudy
20.0,70,10.0,31.0,overcast,1001.78,1,Winter,7.0,coastal,Cloudy
33.0,57,14.0,12.0,overcast,1014.75,2,Summer,6.0,mountain,Cloudy
16.0,55,2.5,40.0,overcast,1003.02,3,Autumn,7.0,inland,Cloudy
28.0,44,1.0,9.0,clear,1015.33,9,Spring,6.5,inland,Sunny
21.0,54,0.0,16.0,overcast,1018.63,3,Autumn,5.5,coastal,Cloudy
28.0,65,6.5,44.0,partly cloudy,1015.54,2,Autumn,5.5,mountain,Cloudy
11.0,60,9.0,47.0,overcast,1017.79,1,Summer,8.5,coastal,Cloudy
21.0,66,0.5,74.0,overcast,927.33,13,Summer,19.0,inland,Sunny
16.0,73,15.0,25.0,partly cloudy,1001.1,3,Autumn,8.0,inland,Cloudy
25.0,24,7.5,6.0,clear,1021.55,10,Summer,6.5,mountain,Sunny
17.0,63,4.5,35.0,overcast,1014.36,3,Summer,7.5,mountain,Cloudy
21.0,67,6.0,40.0,partly cloudy,1014.39,3,Autumn,6.5,coastal,Cloudy
35.0,62,9.0,11.0,clear,1027.05,10,Autumn,8.0,mountain,Sunny
33.0,67,2.5,13.0,clear,1024.45,10,Autumn,5.5,inland,Sunny
25.0,62,12.0,46.0,overcast,1001.77,4,Winter,7.0,mountain,Cloudy
17.0,98,18.0,90.0,partly cloudy,1007.51,7,Spring,5.5,coastal,Cloudy
38.0,32,2.0,18.0,partly cloudy,1014.43,11,Summer,5.5,inland,Sunny
31.0,78,8.0,37.0,overcast,1006.95,3,Spring,9.0,mountain,Cloudy
25.0,78,9.5,12.0,partly cloudy,1002.12,3,Summer,5.5,inland,Cloudy
41.0,73,6.5,96.0,partly cloudy,1015.62,10,Autumn,4.0,coastal,Sunny
42.0,21,1.0,4.0,clear,1028.97,11,Winter,5.5,coastal,Sunny
16.0,57,4.5,46.0,overcast,1009.77,4,Spring,5.0,inland,Cloudy
33.0,56,6.5,1.0,clear,1029.19,9,Spring,9.0,mountain,Sunny
19.0,73,3.0,81.0,cloudy,877.77,0,Winter,1.0,coastal,Sunny
27.0,100,18.0,76.0,partly cloudy,1008.25,5,Autumn,10.5,coastal,Cloudy
65.0,83,16.5,86.0,partly cloudy,1012.01,5,Spring,9.0,mountain,Cloudy
38.0,37,5.0,2.0,partly cloudy,1026.16,8,Summer,7.0,inland,Sunny
29.0,66,1.0,12.0,overcast,1005.8,3,Autumn,5.5,inland,Cloudy
44.0,67,1.5,8.0,partly cloudy,1021.24,9,Autumn,9.0,coastal,Sunny
20.0,61,2.5,2.0,partly cloudy,1029.84,6,Winter,5.0,coastal,Sunny
24.0,51,1.0,11.0,clear,1016.66,11,Spring,6.0,inland,Sunny
12.0,53,7.0,22.0,partly cloudy,1012.93,3,Spring,5.5,mountain,Cloudy
41.0,20,6.5,3.0,partly cloudy,1024.98,10,Spring,10.0,inland,Sunny
21.0,32,2.5,3.0,clear,1026.93,6,Spring,5.5,mountain,Sunny
28.0,26,8.0,15.0,partly cloudy,1025.25,11,Summer,6.5,coastal,Sunny
34.0,74,2.0,24.0,partly cloudy,1005.49,2,Winter,5.5,coastal,Cloudy
23.0,54,5.0,19.0,clear,1023.24,10,Autumn,6.5,mountain,Sunny
26.0,77,11.5,45.0,overcast,1019.53,1,Winter,7.5,mountain,Cloudy
28.0,65,0.5,16.0,partly cloudy,1027.22,11,Autumn,8.0,inland,Sunny
20.0,67,13.0,47.0,partly cloudy,1013.74,3,Spring,8.0,inland,Cloudy
27.0,54,1.0,13.0,partly cloudy,1009.82,2,Summer,5.5,coastal,Cloudy
24.0,101,27.5,86.0,partly cloudy,1007.51,14,Summer,3.0,coastal,Cloudy
25.0,47,5.0,10.0,clear,1026.95,6,Winter,10.0,coastal,Sunny
25.0,76,2.5,44.0,overcast,1019.94,3,Spring,5.5,coastal,Cloudy
21.0,79,11.5,13.0,partly cloudy,1009.44,3,Winter,6.5,inland,Cloudy
24.0,67,9.5,14.0,clear,1013.7,9,Summer,7.0,coastal,Sunny
13.0,67,7.0,21.0,overcast,1018.83,1,Winter,8.5,coastal,Cloudy
-15.0,79,14.5,28.0,overcast,1181.13,11,Spring,0.5,coastal,Cloudy
76.0,82,14.0,106.0,clear,1023.29,12,Winter,8.0,coastal,Sunny
77.0,101,11.0,95.0,partly cloudy,1024.51,2,Winter,7.5,coastal,Sunny
60.0,80,30.0,96.0,partly cloudy,1012.37,0,Spring,1.0,mountain,Cloudy
33.0,36,5.0,9.0,partly cloudy,1019.54,9,Spring,5.5,inland,Sunny
10.0,57,13.0,34.0,partly cloudy,1012.71,2,Spring,5.0,coastal,Cloudy
40.0,33,10.0,0.0,partly cloudy,1012.92,9,Spring,9.0,coastal,Sunny
24.0,49,2.0,2.0,clear,1014.9,8,Spring,8.0,inland,Sunny
37.0,86,9.0,93.0,clear,1017.87,6,Summer,6.0,mountain,Sunny
13.0,61,2.0,21.0,partly cloudy,1010.91,4,Spring,6.5,inland,Cloudy
28.0,85,15.5,93.0,partly cloudy,1013.07,12,Autumn,10.0,inland,Cloudy
30.0,48,1.5,16.0,partly cloudy,1023.73,11,Autumn,5.5,inland,Sunny
42.0,21,7.0,14.0,clear,1015.04,9,Summer,6.0,inland,Sunny
12.0,63,14.0,47.0,partly cloudy,1017.14,2,Spring,7.5,coastal,Cloudy
30.0,68,7.0,15.0,overcast,1016.01,3,Autumn,8.0,coastal,Cloudy
23.0,31,7.5,0.0,clear,1015.02,10,Spring,7.0,coastal,Sunny
14.0,72,10.0,19.0,partly cloudy,1001.46,4,Autumn,8.0,inland,Cloudy
-4.0,38,11.0,77.0,partly cloudy,1111.95,3,Winter,17.0,inland,Sunny
32.0,41,3.5,9.0,clear,1016.91,8,Autumn,9.0,coastal,Sunny
34.0,53,2.5,19.0,clear,1027.71,10,Winter,8.5,mountain,Sunny
13.0,77,14.0,48.0,partly cloudy,1017.33,2,Winter,6.0,inland,Cloudy
32.0,51,12.5,41.0,partly cloudy,1017.59,3,Autumn,8.5,mountain,Cloudy
15.0,60,10.5,16.0,partly cloudy,1009.03,2,Winter,6.0,mountain,Cloudy
-19.0,34,15.0,98.0,overcast,1110.32,12,Spring,3.0,coastal,Sunny
28.0,54,3.0,18.0,partly cloudy,1014.78,8,Summer,9.0,mountain,Sunny
16.0,64,2.0,48.0,overcast,1000.6,1,Spring,6.5,coastal,Cloudy
21.0,78,1.0,20.0,partly cloudy,1017.16,2,Spring,6.0,inland,Cloudy
18.0,63,5.0,24.0,partly cloudy,1005.59,4,Winter,8.0,inland,Cloudy
30.0,76,11.5,45.0,partly cloudy,1019.22,2,Autumn,6.5,inland,Cloudy
10.0,71,10.5,33.0,overcast,1017.97,1,Summer,6.0,coastal,Cloudy
11.0,54,1.0,25.0,partly cloudy,1003.95,1,Autumn,8.0,coastal,Cloudy
25.0,28,0.0,0.0,clear,1018.63,7,Spring,7.5,mountain,Sunny
15.0,67,2.5,48.0,overcast,1006.11,4,Autumn,8.0,coastal,Cloudy
23.0,56,13.0,16.0,partly cloudy,1015.31,3,Summer,7.0,coastal,Cloudy
